id,dataset_id,corpus_version,title,title_translation,location,latitude,longitude,auto_geocoded,language,glottolog_id,culture,culture_dplace_id,culture_hraf_id,genres,performers,performer_genders,instrumentation,instrument_use,percussion_use,voice_use,tonality,scale,ambitus,tempo,beat_duration,meters,metric_classification,collectors,collection_date,collection_date_earliest,collection_date_latest,publication_key,publication_type,publication_title,publication_authors,publication_date,publication_page_num,publication_song_num,tune_family_id,catalogue_num,publication_preview_url,encoders,encoding_date,contributors,copyright,license_id,file_path,file_format,version,file_checksum,file_url,file_preview_url,file_has_lyrics,file_has_music,file_has_licence,other_fields,comments,warnings,description,lyrics,lyrics_translation
pueblo11,densmore-pueblo,0.0.1,Game Song,,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Anthony Wilding and M. W. Stirling,1928,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,14,11,,1898,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=26,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_11_Game_Song.krn,kern,,6ab0e28292e791cc7ac9f9951752898f,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": ""misc"", ""file.SOCIAL_FUNCTION"": ""miscellaneous songs"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo12,densmore-pueblo,0.0.1,Agochudi' Song,,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Anthony Wilding and M. W. Stirling,1928,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,15,12,,1899,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=27,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_12_Agochudi'_Song.krn,kern,,f5c7839cc0e891a5b1d31c68dcfc9eb2,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": ""misc"", ""file.SOCIAL_FUNCTION"": ""miscellaneous songs"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo13,densmore-pueblo,0.0.1,Ashiya Song,,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Anthony Wilding and M. W. Stirling,1928,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,16,13,,1900,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=28,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_13_Ashiya_Song.krn,kern,,4e5aa6bc1a9ada75bbca49362b382ea9,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": ""misc"", ""file.SOCIAL_FUNCTION"": ""miscellaneous songs"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo14,densmore-pueblo,0.0.1,Corn-grinding Song,,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Anthony Wilding and M. W. Stirling,1928,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,17,14,,1901,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=29,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_14_Corn-grinding_Song.krn,kern,,e86138f611ae766cb2ae9e266e68b64a,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": ""misc"", ""file.SOCIAL_FUNCTION"": ""miscellaneous songs"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo15,densmore-pueblo,0.0.1,Song Telling Where Maidens Are Grinding Corn,,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Anthony Wilding and M. W. Stirling,1928,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,18,15,,1902,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=30,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_15_Song_Telling_Where_Maidens_Are_Grinding_Corn.krn,kern,,117ad900825cab5bea7be5fbb1b3421c,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": ""misc"", ""file.SOCIAL_FUNCTION"": ""miscellaneous songs"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo16,densmore-pueblo,0.0.1,Deer and Antelope Song,,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Anthony Wilding and M. W. Stirling,1928,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,19,16,,1903,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=31,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_16_Deer_and_Antelope_Song.krn,kern,,6633ae83c561118c8f59781ecdcc6255,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": ""misc"", ""file.SOCIAL_FUNCTION"": ""miscellaneous songs"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo17,densmore-pueblo,0.0.1,Hunting Song,,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Frances Densmore,1930,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,21,17,,1904,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=33,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_17_Hunting_Song.krn,kern,,ee686b0e33a8fc39e7cb24d879259faa,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": ""misc"", ""file.SOCIAL_FUNCTION"": ""miscellaneous songs"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo18,densmore-pueblo,0.0.1,Song Concerning the Water Used in Ceremonies,,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Frances Densmore,1930,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,22,18,,1905,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=34,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_18_Song_Concerning_the_Water_Used_in_Ceremonies.krn,kern,,57155762d3f372b6ab56fae71a913bd8,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": ""misc"", ""file.SOCIAL_FUNCTION"": ""miscellaneous songs"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo19,densmore-pueblo,0.0.1,Mother's Song to a Baby,,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Frances Densmore,1930,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,24,19,,1906,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=36,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_19_Mother's_Song_to_a_Baby.krn,kern,,e0c54c39e552f8527d4f273197e8a1ef,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": ""misc"", ""file.SOCIAL_FUNCTION"": ""miscellaneous songs"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo20,densmore-pueblo,0.0.1,Song Addressed to Medicine Bowl,,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Frances Densmore,1930,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,26,20,,1907,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=38,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_20_Song_Addressed_to_Medicine_Bowl.krn,kern,,19d05398dc90ca5c7844ec512bc85471,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": ""healing"", ""file.SOCIAL_FUNCTION"": ""songs connected with the treatment of the sick"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo21,densmore-pueblo,0.0.1,Song During Treatment of the Sick,,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Frances Densmore,1930,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,27,21,,1908,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=39,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_21_Song_During_Treatment_of_the_Sick.krn,kern,,8c236035bdbe90d1ca30be43679eb381,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": ""healing"", ""file.SOCIAL_FUNCTION"": ""songs connected with the treatment of the sick"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo22,densmore-pueblo,0.0.1,A Little Golden Calliste,,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Frances Densmore,1930,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,30,22,,1909,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=42,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_22_A_Little_Golden_Calliste.krn,kern,,59e4c2ab80cabcbf671fd3e1afd5f7aa,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": [""dance"", ""seasonal""], ""file.SOCIAL_FUNCTION"": ""winter dance songs"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo23,densmore-pueblo,0.0.1,Winter Dance Song (a),,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Frances Densmore,1930,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,31,23,,1910,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=43,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_23_Winter_Dance_Song_(a).krn,kern,,65a2f6d97fbb530fc00c217a6a9ed4ea,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": [""dance"", ""seasonal""], ""file.SOCIAL_FUNCTION"": ""winter dance songs"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo24,densmore-pueblo,0.0.1,Winter Dance Song (b),,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Frances Densmore,1930,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,31,24,,1911,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=43,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_24_Winter_Dance_Song_(b).krn,kern,,3e5a9faa27561cd60e60747a7a3388a1,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": [""dance"", ""seasonal""], ""file.SOCIAL_FUNCTION"": ""winter dance songs"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo25,densmore-pueblo,0.0.1,The Rain Clouds Are Caring for the Little Corn Plants,,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Frances Densmore,1930,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,33,25,,1912,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=45,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_25_The_Rain_Clouds_Are_Caring_for_the_Little_Corn_Plants.krn,kern,,335b58db7f6b3b0ad9afe3dd2eeb26dc,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": [""dance"", ""seasonal""], ""file.SOCIAL_FUNCTION"": ""winter dance songs"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo26,densmore-pueblo,0.0.1,Opening Song of Flower Dance,,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Frances Densmore,1930,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,35,26,,1913,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=47,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_26_Opening_Song_of_Flower_Dance.krn,kern,,7bec7806dc1c0f8eb24ec777756446ea,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": [""dance"", ""nature""], ""file.SOCIAL_FUNCTION"": ""flower dance songs"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo27,densmore-pueblo,0.0.1,Butterfly Song,,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Frances Densmore,1930,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,36,27,,1914,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=48,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_27_Butterfly_Song.krn,kern,,91df6eac38901433ed21ec7222a19c47,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": [""dance"", ""nature""], ""file.SOCIAL_FUNCTION"": ""flower dance songs"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
pueblo28,densmore-pueblo,0.0.1,Flower Dance Song,,"Acoma Pueblo, New Mexico, U.S.A.",34.896389,-107.581944,False,Acoma,acom145,Acoma,,,,Philip Sanches,male,,,,True,,,,,,,,Frances Densmore,1930,1928,1957,densmore1957pueblo,book,Pueblo Music,Frances Densmore,1957,38,28,,1915,https://babel.hathitrust.org/cgi/pt?id=mdp.39015024865878&view=1up&seq=50,Daniel Shanahan|Eva Shanahan,2014,,Copyright 2014 Daniel and Eva Shanahan,,data/No_28_Flower_Dance_Song.krn,kern,,6c6621ecad2288ddb87cd99b355b2f27,https://github.com/shanahdt/densmore/raw/master/Densmore/acoma/None.krn,,True,True,,"{""file.SUPERFUNCTION"": [""dance"", ""nature""], ""file.SOCIAL_FUNCTION"": ""flower dance songs"", ""file.LING_GROUP"": ""Keresan"", ""file.LANG"": ""Tone"", ""file.REG"": ""Southwest""}",,,,,
