id,dataset_id,corpus_version,title,title_translation,location,latitude,longitude,auto_geocoded,language,glottolog_id,culture,culture_dplace_id,culture_hraf_id,genres,performers,performer_genders,instrumentation,instrument_use,percussion_use,voice_use,tonality,scale,ambitus,tempo,beat_duration,meters,metric_classification,collectors,collection_date,collection_date_earliest,collection_date_latest,publication_key,publication_type,publication_title,publication_authors,publication_date,publication_page_num,publication_song_num,tune_family_id,catalogue_num,publication_preview_url,encoders,encoding_date,contributors,copyright,license_id,file_path,file_format,version,file_checksum,file_url,file_preview_url,file_has_lyrics,file_has_music,file_has_licence,other_fields,comments,warnings,description,lyrics,lyrics_translation
sioux001,densmore-teton-sioux,0.0.1,Song of the White Buffalo Maiden,,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,False,Sioux,siou1253,Native American -- Sioux,Ne8,,Song of the Coming of the White Buffalo Maiden,Waking'yan-wata'kpe (Charging Thunder),,,,,,,,,,,,,Frances Densmore,,1911,1914,densmore1918teton,book,Teton Sioux Music,Frances Densmore,1918,67,1,,,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA67,Craig Stuart Sapp,2002/03/25/,,2002 Craig Stuart Sapp,CC BY-NC-SA 4.0,data/kern/sioux001.krn,kern,,93328936cf1c3762685618cc8e5c6e39,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux001.krn,http://verovio.humdrum.org/?file=folk/sioux/None.krn,False,True,,"{""file.EEV"": ""2002/03/31/"", ""file.TXO"": ""Teton Sioux"", ""file.EFL"": ""1/245""}",Dotted eighth note in bar 6 does not have dot in source.,,,,
sioux002,densmore-teton-sioux,0.0.1,Song of Pretended Search,,"Standing Rock Reservation, North and South Dakota, U.S.A.",45.9,-100.7,False,Sioux,siou1253,Native American -- Sioux,Ne8,,Song of the Alowangpi Ceremony,Itung'-kasang-mato' (Weasel Bear),,,,,,,,,,,,,Frances Densmore,,1911,1914,densmore1918teton,book,Teton Sioux Music,Frances Densmore,1918,73,2,,,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA73,Craig Stuart Sapp,2002/03/25/,,2002 Craig Stuart Sapp,CC BY-NC-SA 4.0,data/kern/sioux002.krn,kern,,fcd5dd1334193b10277401d03136abd0,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux002.krn,http://verovio.humdrum.org/?file=folk/sioux/None.krn,False,True,,"{""file.EEV"": ""2002/03/31/"", ""file.TXO"": ""Teton Sioux"", ""file.EFL"": ""2/245""}",,,,,
sioux003,densmore-teton-sioux,0.0.1,Ceremonial Song,,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,False,Sioux,siou1253,Native American -- Sioux,Ne8,,Song of the Alowangpi Ceremony,Itung'-kasang-mato' (Weasel Bear),,,,,,,,,,,,,Frances Densmore,,1911,1914,densmore1918teton,book,Teton Sioux Music,Frances Densmore,1918,75,3,,,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA75,Craig Stuart Sapp,2002/03/25/,,2002 Craig Stuart Sapp,CC BY-NC-SA 4.0,data/kern/sioux003.krn,kern,,f231de4960eea3d2481a47bce7a892f6,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux003.krn,http://verovio.humdrum.org/?file=folk/sioux/None.krn,False,True,,"{""file.EEV"": ""2002/03/31/"", ""file.TXO"": ""Teton Sioux"", ""file.EFL"": ""3/245""}",,,,,
sioux004,densmore-teton-sioux,0.0.1,Song for Securing Fair Weather,,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,False,Sioux,siou1253,Native American -- Sioux,Ne8,,Ceremonial Song/Song of the Sun Dance,Zintka'la-lu'ta (Red Bird),,,,,,,,,,,,,Frances Densmore,,1911,1914,densmore1918teton,book,Teton Sioux Music,Frances Densmore,1918,99,4,,,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA99,Craig Stuart Sapp,2002/03/25/,,2002 Craig Stuart Sapp,CC BY-NC-SA 4.0,data/kern/sioux004.krn,kern,,91a9eac88644c215dd4eac8ea9270184,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux004.krn,http://verovio.humdrum.org/?file=folk/sioux/None.krn,False,True,,"{""file.EEV"": ""2002/03/31/"", ""file.TXO"": ""Teton Sioux"", ""file.EFL"": ""4/245""}",Dotted eighth note in bar 7 does not have dot in source,,,,
sioux005,densmore-teton-sioux,0.0.1,We Are Coming,,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,False,Sioux,siou1253,Native American -- Sioux,Ne8,,Ceremonial Song/Song of the Sun Dance,Shiya'ka (Teal Duck),,,,,,,,,,,,,Frances Densmore,,1911,1914,densmore1918teton,book,Teton Sioux Music,Frances Densmore,1918,105,5,,,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA105,Craig Stuart Sapp,2002/03/25/,,2002 Craig Stuart Sapp,CC BY-NC-SA 4.0,data/kern/sioux005.krn,kern,,8054bb728423f2566040b8ec1e910c63,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux005.krn,http://verovio.humdrum.org/?file=folk/sioux/None.krn,False,True,,"{""file.EEV"": ""2002/03/31/"", ""file.TXO"": ""Teton Sioux"", ""file.EFL"": ""5/245""}",,,,,
sioux006,densmore-teton-sioux,0.0.1,Song of the Braves' dance,,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,False,Sioux,siou1253,Native American -- Sioux,Ne8,,Ceremonial Song/Song of the Sun Dance,Zintka'la-lu'ta (Red Bird),,,,,,,,,,,,,Frances Densmore,,1911,1914,densmore1918teton,book,Teton Sioux Music,Frances Densmore,1918,107,6,,,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA107,Craig Stuart Sapp,2002/03/25/,,2002 Craig Stuart Sapp,CC BY-NC-SA 4.0,data/kern/sioux006.krn,kern,,3feb90b0168895605a1369047e6b7cba,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux006.krn,http://verovio.humdrum.org/?file=folk/sioux/None.krn,False,True,,"{""file.EEV"": ""2002/03/31/"", ""file.TXO"": ""Teton Sioux"", ""file.EFL"": ""6/245""}",,,,,
sioux007,densmore-teton-sioux,0.0.1,With Dauntless Courage,,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,False,Sioux,siou1253,Native American -- Sioux,Ne8,,Ceremonial Song/Song of the Sun Dance,Ishn'la-wicha' (Lone Man),,,,,,,,,,,,,Frances Densmore,,1911,1914,densmore1918teton,book,Teton Sioux Music,Frances Densmore,1918,108,7,,,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA108,Craig Stuart Sapp,2002/03/25/,,2002 Craig Stuart Sapp,CC BY-NC-SA 4.0,data/kern/sioux007.krn,kern,,75e795a00cb288e9c6b45222de492950,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux007.krn,http://verovio.humdrum.org/?file=folk/sioux/None.krn,False,True,,"{""file.EEV"": ""2002/03/31/"", ""file.TXO"": ""Teton Sioux"", ""file.EFL"": ""7/245""}",,,,,
sioux008,densmore-teton-sioux,0.0.1,The Many Lands You Fear,,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,False,Sioux,siou1253,Native American -- Sioux,Ne8,,Ceremonial Song/Song of the Sun Dance,Shiya'ka (Teal Duck),,,,,,,,,,,,,Frances Densmore,,1911,1914,densmore1918teton,book,Teton Sioux Music,Frances Densmore,1918,109,8,,,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA109,Craig Stuart Sapp,2002/03/25/,,2002 Craig Stuart Sapp,CC BY-NC-SA 4.0,data/kern/sioux008.krn,kern,,47466a44f904fe700e2124e7c5191451,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux008.krn,http://verovio.humdrum.org/?file=folk/sioux/None.krn,False,True,,"{""file.EEV"": ""2002/03/31/"", ""file.TXO"": ""Teton Sioux"", ""file.EFL"": ""8/245""}",,,,,
sioux009,densmore-teton-sioux,0.0.1,Song of the Departure of the Young Men,,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,False,Sioux,siou1253,Native American -- Sioux,Ne8,,Ceremonial Song/Song of the Sun Dance,Ishn'la-wicha' (Lone Man),,,,,,,,,,,,,Frances Densmore,,1911,1914,densmore1918teton,book,Teton Sioux Music,Frances Densmore,1918,110,9,,,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA110,Craig Stuart Sapp,2002/03/25/,,2002 Craig Stuart Sapp,CC BY-NC-SA 4.0,data/kern/sioux009.krn,kern,,570764a1eaa1d9de8a3a8b9e68482a7f,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux009.krn,http://verovio.humdrum.org/?file=folk/sioux/None.krn,False,True,,"{""file.EEV"": ""2002/03/31/"", ""file.TXO"": ""Teton Sioux"", ""file.EFL"": ""9/245""}",,,,,
sioux010,densmore-teton-sioux,0.0.1,Song of the Return of the Young Men,,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,False,Sioux,siou1253,Native American -- Sioux,Ne8,,Ceremonial Song/Song of the Sun Dance,Ishn'la-wicha' (Lone Man),,,,,,,,,,,,,Frances Densmore,,1911,1914,densmore1918teton,book,Teton Sioux Music,Frances Densmore,1918,112,10,,,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA112,Craig Stuart Sapp,2002/03/25/,,2002 Craig Stuart Sapp,CC BY-NC-SA 4.0,data/kern/sioux010.krn,kern,,b227b0c7a7d996d36563cd0ecb21c6ae,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux010.krn,http://verovio.humdrum.org/?file=folk/sioux/None.krn,False,True,,"{""file.EEV"": ""2002/03/31/"", ""file.TXO"": ""Teton Sioux"", ""file.EFL"": ""10/245""}",,,,,
sioux011,densmore-teton-sioux,0.0.1,Song of Cutting the Sacred Pole,,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,False,Sioux,siou1253,Native American -- Sioux,Ne8,,Ceremonial Song/Song of the Sun Dance,Shiya'ka (Teal Duck),,,,,,,,,,,,,Frances Densmore,,1911,1914,densmore1918teton,book,Teton Sioux Music,Frances Densmore,1918,113,11,,,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA113,Craig Stuart Sapp,2002/03/25/,,2002 Craig Stuart Sapp,CC BY-NC-SA 4.0,data/kern/sioux011.krn,kern,,629267bdcf3838681f513416cc95d837,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux011.krn,http://verovio.humdrum.org/?file=folk/sioux/None.krn,False,True,,"{""file.EEV"": ""2002/03/31/"", ""file.TXO"": ""Teton Sioux"", ""file.EFL"": ""11/245""}",Double barline at start of bar 6 is a single barline in the source.,,,,
sioux012,densmore-teton-sioux,0.0.1,Song of Victory over the Sacred Pole,,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,False,Sioux,siou1253,Native American -- Sioux,Ne8,,Ceremonial Song/Song of the Sun Dance,Ishn'la-wicha' (Lone Man),,,,,,,,,,,,,Frances Densmore,,1911,1914,densmore1918teton,book,Teton Sioux Music,Frances Densmore,1918,115,12,,,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA115,Craig Stuart Sapp,2002/03/25/,,2002 Craig Stuart Sapp,CC BY-NC-SA 4.0,data/kern/sioux012.krn,kern,,52c6e7dfd07a6400de0cde68843df9aa,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux012.krn,http://verovio.humdrum.org/?file=folk/sioux/None.krn,False,True,,"{""file.EEV"": ""2002/03/31/"", ""file.TXO"": ""Teton Sioux"", ""file.EFL"": ""12/245""}",,,,,
